Name;RAJ2000;DEJ2000;zl;zs;pzl;Grade;Ref
HSCJ091234.18-004338.3;138.14240;-00.72731; 0.826;      ;      ;C;c
HSCJ091252.13+011657.2;138.21722;+01.28257;      ;      ; 0.950;C;h
HSCJ091307.63+035004.2;138.28180;+03.83450; 0.456;      ; 0.460;C;g
HSCJ091312.89+035214.9;138.30370;+03.87080; 0.456;      ; 0.470;B;g
HSCJ091314.78+034848.6;138.31160;+03.81350; 0.453;      ; 0.480;C;g
HSCJ091331.10+003906.3;138.37957;+00.65174; 0.409;      ;      ;B;c,g
HSCJ091338.97+024025.6;138.41236;+02.67377;      ;      ; 0.590;C;h
HSCJ091343.09+043154.0;138.42953;+04.53166;      ;      ; 0.250;C;h
HSCJ091351.92+014131.4;138.46634;+01.69205;      ;      ; 0.470;B;h
HSCJ091404.99-012051.4;138.52080;-01.34760;      ;      ; 0.790;C;g
HSCJ091408.15+010011.3;138.53397;+01.00315; 0.505;      ;      ;C;c
HSCJ091409.18+014405.4;138.53824;+01.73484;      ;      ; 0.360;C;h
HSCJ091412.44-014509.5;138.55182;-01.75264;      ;      ; 0.520;C;h
HSCJ091413.47-002444.1;138.55613;-00.41225;      ;      ; 0.750;B;h
HSCJ091431.86+052817.8;138.63273;+05.47160; 0.456;      ;      ;C;c,h
HSCJ091439.58+001050.2;138.66490;+00.18060; 0.168;      ; 0.170;C;g
HSCJ091439.30+025319.5;138.66374;+02.88875; 0.608;      ;      ;C;c,h
HSCJ091442.98+041126.3;138.67909;+04.19063; 0.559;      ;      ;C;c
HSCJ091443.63+005641.7;138.68179;+00.94491;      ;      ; 0.460;C;h
HSCJ091452.13+003324.8;138.71720;+00.55688;      ;      ; 0.760;C;h
HSCJ091506.17+041716.7;138.77573;+04.28798; 0.686;      ;      ;C;c,f
HSCJ091513.21+000833.3;138.80505;+00.14259;      ;      ; 0.480;C;h
HSCJ091544.76-010328.8;138.93650;-01.05800;      ;      ; 0.730;C;g
HSCJ091554.17+045018.2;138.97570;+04.83840; 0.641;      ; 0.630;C;g
HSCJ091608.53+034710.4;139.03555;+03.78622; 0.531;      ;      ;B;c,f,h
HSCJ091609.20-010542.5;139.03834;-01.09513;      ;      ; 1.140;C;h
HSCJ091617.52-002405.4;139.07300;-00.40150; 0.318;      ; 0.340;C;g
HSCJ091617.62-021829.3;139.07340;-02.30815;      ;      ; 0.540;C;h
HSCJ091621.96+044033.5;139.09150;+04.67598;      ;      ; 0.720;C;h
HSCJ091628.57-003540.8;139.11904;-00.59466;      ;      ;      ;C;f
HSCJ091637.41-011310.6;139.15589;-01.21961;      ;      ; 0.680;C;h
HSCJ091647.51-020207.2;139.19796;-02.03532;      ;      ; 0.760;C;h
HSCJ091709.78+035610.6;139.29076;+03.93627; 0.404;      ;      ;C;c
HSCJ091718.00+012955.0;139.32500;+01.49860;      ;      ; 0.620;C;g,h
HSCJ091723.28+034917.0;139.34700;+03.82140;      ;      ; 0.390;C;g
HSCJ091739.92+035514.3;139.41635;+03.92064;      ;      ; 0.780;C;h
HSCJ091740.87+004438.1;139.42030;+00.74391;      ;      ; 0.310;B;h
HSCJ091843.38-022007.3;139.68075;-02.33537;      ;      ; 0.590;B;h
HSCJ091850.48+024758.3;139.71034;+02.79952;      ;      ; 0.450;C;h
HSCJ091904.60+033638.6;139.76917;+03.61074; 0.444;      ;      ;A;c,g
HSCJ091910.22+015115.1;139.79260;+01.85420; 0.676;      ; 0.670;C;g
HSCJ091915.84+015019.3;139.81600;+01.83870;      ;      ; 0.780;C;g
HSCJ091940.30-005459.5;139.91793;-00.91654; 0.832;      ;      ;C;c
HSCJ091954.66+005045.8;139.97775;+00.84607; 0.433;      ;      ;C;c
HSCJ091957.92+022347.7;139.99135;+02.39660; 0.614;      ;      ;C;c
HSCJ092000.70-011143.0;140.00293;-01.19528;      ;      ; 0.450;C;h
HSCJ092009.29+035119.8;140.03870;+03.85550; 0.350;      ; 0.370;C;g
HSCJ092025.01+050709.8;140.10420;+05.11940; 0.265;      ; 0.260;C;g,h
HSCJ092031.15+024658.4;140.12980;+02.78290; 0.279;      ; 0.310;C;g
HSCJ092038.66+010006.8;140.16110;+01.00190;      ;      ; 0.780;C;g
HSCJ092101.55+035521.9;140.25647;+03.92275; 0.472;      ;      ;B;c,f
HSCJ092108.23+041038.3;140.28430;+04.17730;      ;      ; 0.480;C;g
HSCJ092120.76+044430.6;140.33650;+04.74185;      ;      ; 0.590;B;h
HSCJ092121.72+031744.2;140.34050;+03.29560;      ;      ; 0.330;C;g
HSCJ092126.73-000803.5;140.36139;-00.13430; 0.313;      ;      ;C;c
HSCJ092135.59+005123.4;140.39830;+00.85650; 0.488;      ; 0.480;C;g
HSCJ092136.58+021409.6;140.40240;+02.23600; 0.319;      ; 0.330;B;g
HSCJ092136.66+021409.5;140.40276;+02.23596;      ;      ; 0.340;B;h
HSCJ092146.98+025226.7;140.44574;+02.87408;      ;      ; 0.820;C;h
HSCJ092152.08+030453.0;140.46700;+03.08140;      ;      ; 0.430;C;g
HSCJ092157.56+034312.3;140.48984;+03.72008; 0.265;      ;      ;C;c,h
HSCJ092214.83+013459.2;140.56180;+01.58310;      ;      ; 0.660;C;g
HSCJ092235.14+025942.0;140.64640;+02.99500;      ;      ; 1.100;B;g
HSCJ092240.39-002037.2;140.66828;-00.34366;      ;      ; 1.060;C;h
HSCJ092247.05-003431.5;140.69603;-00.57542;      ;      ; 0.710;C;h
HSCJ092252.22+034018.1;140.71760;+03.67170; 0.269;      ; 0.280;C;g
HSCJ092309.49+010713.8;140.78956;+01.12050; 0.502;      ;      ;C;c
HSCJ092309.77+021350.9;140.79070;+02.23080;      ;      ; 1.050;B;g
HSCJ092310.41+031630.9;140.79339;+03.27526; 0.680;      ;      ;C;c
HSCJ092312.48-010455.0;140.80200;-01.08194;      ;      ; 0.410;C;h
HSCJ092322.29-001806.4;140.84287;-00.30178;      ;      ; 0.720;C;h
HSCJ092329.22+031952.5;140.87173;+03.33124;      ;      ; 0.610;C;h
HSCJ092330.31-011716.2;140.87630;-01.28783;      ;      ; 0.260;C;h
HSCJ092331.89-012210.9;140.88286;-01.36971; 0.357;      ;      ;C;c,h
HSCJ092334.90-005629.0;140.89540;-00.94139; 0.523;      ;      ;C;c,h
HSCJ092411.61-002850.7;141.04837;-00.48075; 0.541;      ;      ;C;c,g,h
HSCJ092418.69+045843.4;141.07788;+04.97871;      ;      ; 0.940;C;h
HSCJ092445.61+025204.1;141.19006;+02.86781;      ;      ; 0.760;C;h
HSCJ092449.63+040127.8;141.20678;+04.02438;      ;      ; 0.570;C;h
HSCJ092454.59+003913.3;141.22745;+00.65368; 0.380;      ;      ;C;c
HSCJ092455.82+021923.6;141.23260;+02.32322; 0.394; 1.523;      ;A;f
HSCJ092502.57+022611.4;141.26070;+02.43650; 0.390;      ; 0.390;B;g
HSCJ092513.71+042424.4;141.30714;+04.40677;      ;      ; 0.320;C;h
HSCJ092541.53-010623.3;141.42303;-01.10647; 0.439;      ;      ;C;c
HSCJ092544.98+001702.8;141.43740;+00.28410;      ;      ; 0.850;B;g,h
HSCJ092552.73+012502.6;141.46971;+01.41739; 0.501;      ;      ;C;d
HSCJ092645.02-010113.8;141.68760;-01.02050; 0.366;      ; 0.390;C;g
HSCJ092647.26+050003.6;141.69690;+05.00100; 0.462;      ; 0.490;B;g
HSCJ092714.83-002250.4;141.81179;-00.38068; 0.437;      ;      ;C;d
HSCJ092752.84-014440.1;141.97018;-01.74447; 0.637;      ;      ;C;d
HSCJ092803.41+010953.3;142.01420;+01.16480;      ;      ; 0.510;C;g
HSCJ092845.62+000055.1;142.19010;+00.01530; 0.344;      ; 0.350;C;g
HSCJ093008.37-000330.2;142.53489;-00.05839; 0.575;      ;      ;C;d
HSCJ093010.70+003648.1;142.54458;+00.61336; 0.595;      ;      ;C;d
HSCJ093040.61-003623.0;142.66919;-00.60639; 0.520;      ;      ;C;d
HSCJ093058.15-015411.6;142.74230;-01.90324; 0.623;      ;      ;C;d
HSCJ093112.50-000131.8;142.80210;-00.02550; 0.483;      ; 0.480;C;g
HSCJ093213.38+011858.4;143.05574;+01.31624; 0.628;      ;      ;C;d
HSCJ093506.27-020031.9;143.77611;-02.00887; 0.531;      ;      ;B;d
HSCJ093515.26+004746.0;143.81360;+00.79610; 0.358;      ; 0.370;B;g
HSCJ093546.15-005251.6;143.94228;-00.88101; 0.559;      ;      ;C;d
HSCJ093600.79-010258.2;144.00330;-01.04950;      ;      ; 1.070;C;g
HSCJ093926.44+012400.6;144.86016;+01.40017; 0.702;      ;      ;C;d
HSCJ094123.04+000446.6;145.34598;+00.07962; 0.486;      ;      ;B;d
HSCJ094321.77+002249.8;145.84072;+00.38050; 0.696;      ;      ;C;d
HSCJ094327.62-015453.3;145.86510;-01.91480; 0.450;      ; 0.440;B;g
HSCJ094348.17+005926.2;145.95070;+00.99060;      ;      ; 0.430;A;g
HSCJ094400.66-014944.5;146.00277;-01.82903; 0.708;      ;      ;C;d
HSCJ094427.47-014742.4;146.11446;-01.79511; 0.539; 1.179;      ;A;e
HSCJ094633.74+002853.4;146.64060;+00.48150; 0.458;      ; 0.440;C;g
HSCJ094728.32-011132.3;146.86800;-01.19230; 0.239;      ; 0.260;B;g
HSCJ094821.03-011413.6;147.08761;-01.23712; 0.588;      ;      ;C;d
HSCJ095049.32-005123.0;147.70550;-00.85640;      ;      ; 1.010;C;g
HSCJ095102.78-000356.8;147.76159;-00.06577; 0.504;      ;      ;C;d
HSCJ095118.31+000331.1;147.82629;+00.05863; 0.428;      ;      ;C;d
HSCJ095140.08-001420.0;147.91700;-00.23890; 0.421;      ; 0.370;B;g
HSCJ095309.07+001534.9;148.28780;+00.25970; 0.567;      ; 0.580;C;g
HSCJ095331.52+005732.1;148.38135;+00.95893; 0.426;      ;      ;C;d
HSCJ095418.14+023433.4;148.57559;+02.57595; 0.531;      ;      ;C;d
HSCJ095422.62+031217.4;148.59427;+03.20482; 0.642;      ;      ;C;d
HSCJ095529.65+014912.0;148.87356;+01.82000; 0.567;      ;      ;C;d
HSCJ095533.20+031532.0;148.88833;+03.25889; 0.349;      ;      ;C;d
HSCJ095539.66+024638.3;148.91523;+02.77730; 0.488;      ;      ;C;d
HSCJ095607.99+015858.8;149.03330;+01.98300;      ;      ; 0.980;C;g
HSCJ095616.00+025904.9;149.06668;+02.98470; 0.487;      ;      ;C;d
HSCJ095628.08-001819.8;149.11700;-00.30550;      ;      ; 0.430;C;g
HSCJ095642.91+023707.7;149.17880;+02.61880;      ;      ; 0.760;C;g
HSCJ095702.90+024209.0;149.26207;+02.70249; 0.678;      ;      ;C;d
HSCJ095706.91+022912.8;149.27880;+02.48690;      ;      ; 0.900;C;g
HSCJ095710.21+034310.3;149.29254;+03.71952; 0.720;      ;      ;C;d
HSCJ095711.74+010024.5;149.29890;+01.00680;      ;      ; 1.010;C;g
HSCJ095736.98+023425.0;149.40410;+02.57360; 0.373;      ; 0.390;C;g
HSCJ095750.10+014507.5;149.45873;+01.75208; 0.574;      ;      ;B;d
HSCJ095753.33+031932.2;149.47220;+03.32560;      ;      ; 0.880;C;g
HSCJ095831.46+010937.1;149.63110;+01.16030; 0.550;      ; 0.570;B;g
HSCJ095916.99+010158.8;149.82080;+01.03300; 0.446;      ; 0.450;B;g
HSCJ095921.77+020638.4;149.84070;+02.11067; 0.552; 3.354;      ;A;f
HSCJ095930.91+023427.5;149.87880;+02.57430;      ;      ; 1.130;B;g
HSCJ095943.44+022213.4;149.93100;+02.37040;      ;      ; 0.900;C;g
HSCJ095955.97+021901.6;149.98320;+02.31710;      ;      ; 0.970;A;g
HSCJ100025.90+001400.6;150.10790;+00.23350; 0.221;      ; 0.220;C;g
HSCJ100042.42+011811.9;150.17674;+01.30332; 0.366;      ;      ;C;d
HSCJ100053.95+033732.3;150.22478;+03.62564; 0.332;      ;      ;C;d
HSCJ100120.45+030736.0;150.33520;+03.12667; 0.535;      ;      ;C;d
HSCJ100152.66-011827.9;150.46943;-01.30776; 0.271;      ;      ;C;d
HSCJ100209.74+031307.3;150.54060;+03.21870;      ;      ; 0.920;C;g
HSCJ100329.68+030901.2;150.87366;+03.15033; 0.491;      ;      ;C;d
HSCJ100332.71-003310.7;150.88630;-00.55296; 0.547;      ;      ;C;d
HSCJ100530.34-000856.0;151.37640;-00.14890;      ;      ; 0.330;C;g
HSCJ100532.81-010027.7;151.38670;-01.00770; 0.420;      ; 0.400;B;g
HSCJ100554.12-010357.2;151.47550;-01.06590;      ;      ; 1.050;B;g
HSCJ100657.38+002849.4;151.73910;+00.48040; 0.731;      ; 0.740;C;g
HSCJ100659.28+024735.3;151.74702;+02.79313; 0.482;      ;      ;B;d
HSCJ100712.19-012316.1;151.80080;-01.38780;      ;      ; 0.930;B;g
HSCJ100729.81-011433.7;151.87420;-01.24270; 0.452;      ; 0.450;C;g
HSCJ100833.89+004033.2;152.14120;+00.67590;      ;      ; 0.460;C;g
HSCJ101001.94-003556.0;152.50810;-00.59890; 0.476;      ; 0.480;C;g
HSCJ101406.86-005405.4;153.52860;-00.90150; 0.357;      ; 0.290;C;g
HSCJ101642.82+000145.5;154.17840;+00.02930; 0.501;      ; 0.520;C;g
HSCJ101847.30-012132.0;154.69710;-01.35890; 0.388;      ; 0.390;A;g
HSCJ103907.37-021630.0;159.78070;-02.27500;      ;      ; 0.160;B;g
HSCJ112738.50-022129.9;171.91040;-02.35830; 0.547;      ; 0.600;C;g
HSCJ112810.54+010155.2;172.04390;+01.03200; 0.295;      ; 0.300;C;g
HSCJ112817.69-005859.5;172.07370;-00.98320; 0.457;      ; 0.430;C;g
HSCJ113010.99+013826.9;172.54580;+01.64080; 0.450;      ; 0.420;C;g
HSCJ113340.02+011611.4;173.41677;+01.26984; 0.584;      ;      ;C;d
HSCJ113542.79+012132.2;173.92830;+01.35893; 0.355;      ;      ;C;d
HSCJ113624.83-000830.5;174.10347;-00.14182; 0.586;      ;      ;C;d
HSCJ113652.58-012330.5;174.21910;-01.39180; 0.340;      ; 0.340;C;g
HSCJ113654.76+000500.3;174.22818;+00.08342; 0.578;      ;      ;C;d,g
HSCJ113701.06+000630.2;174.25440;+00.10840;      ;      ; 0.580;C;g
HSCJ113825.97+005000.6;174.60820;+00.83350;      ;      ; 0.250;C;g
HSCJ113904.43-005102.4;174.76846;-00.85066; 0.553;      ;      ;C;d
HSCJ113908.47+005747.8;174.78531;+00.96329; 0.576;      ;      ;C;d
HSCJ113929.42-021825.9;174.87260;-02.30720;      ;      ; 0.790;A;g
HSCJ114044.83-000252.8;175.18681;-00.04799; 0.663;      ;      ;C;d
HSCJ114233.36+004607.0;175.63898;+00.76862;      ;      ; 0.610;B;h
HSCJ114256.79+010721.5;175.73661;+01.12265; 0.580;      ;      ;C;c
HSCJ114258.86+001811.6;175.74526;+00.30321;      ;      ; 0.630;C;h
HSCJ114258.54-003016.6;175.74390;-00.50460; 0.534;      ;      ;C;c
HSCJ114258.71-010915.0;175.74461;-01.15415; 0.637;      ;      ;C;c
HSCJ114301.30-004712.1;175.75540;-00.78670;      ;      ; 0.280;B;g
HSCJ114311.28-013935.4;175.79700;-01.65983; 0.644;      ;      ;B;d
HSCJ114317.83+004033.6;175.82430;+00.67600;      ;      ; 0.360;B;g
HSCJ114324.20-005830.8;175.85083;-00.97522;      ;      ; 0.470;C;h
HSCJ114329.64-014430.0;175.87350;-01.74167; 0.106; 0.402;      ;A;g
HSCJ114333.77-011307.4;175.89070;-01.21873;      ;      ; 0.500;C;h
HSCJ114342.19+001340.8;175.92580;+00.22800; 0.650;      ; 0.650;B;g
