Name;RAJ2000;DEJ2000;zl;zs;pzl;Grade;Ref
HSCJ224644.88+041550.0;341.68700;+04.26390;      ;      ; 1.020;B;g
HSCJ224646.99+041640.8;341.69580;+04.27800;      ;      ; 0.480;C;g
HSCJ224708.27+020300.8;341.78447;+02.05023;      ;      ; 0.850;C;h
HSCJ224718.35+034011.6;341.82644;+03.66989; 0.648;      ;      ;C;d
HSCJ224756.80+020021.1;341.98669;+02.00585;      ;      ; 0.800;C;h
HSCJ224758.49+020648.9;341.99372;+02.11360;      ;      ; 0.720;B;h
HSCJ224800.72-010259.7;342.00298;-01.04991; 0.277;      ;      ;B;d
HSCJ224804.14+023036.5;342.01725;+02.51015;      ;      ; 0.410;C;h
HSCJ224822.96+015005.9;342.09566;+01.83497; 0.567;      ;      ;C;c,f,h
HSCJ224858.98+014711.3;342.24575;+01.78646; 0.360;      ;      ;B;c
HSCJ224858.99+014713.2;342.24580;+01.78700; 0.360;      ; 0.380;B;g
HSCJ224904.32+013104.8;342.26800;+01.51800;      ;      ; 1.220;C;g
HSCJ224913.30+010854.0;342.30540;+01.14833;      ;      ; 1.030;C;h
HSCJ224938.40-011044.0;342.41000;-01.17890; 0.340;      ; 0.360;C;g
HSCJ224950.62-001421.5;342.46090;-00.23930;      ;      ; 0.500;C;g
HSCJ225011.92+002332.6;342.54968;+00.39240; 0.534;      ;      ;C;c
HSCJ225016.85+000701.8;342.57022;+00.11717;      ;      ; 0.470;C;h
HSCJ225019.06+004804.1;342.57940;+00.80115; 0.530;      ;      ;C;c
HSCJ225144.12-005537.9;342.93384;-00.92721; 0.533;      ;      ;C;c
HSCJ225212.80+020335.6;343.05334;+02.05990; 0.468;      ;      ;C;d
HSCJ225237.69-003634.7;343.15705;-00.60964; 0.542;      ;      ;C;c
HSCJ225238.16+043336.7;343.15900;+04.56020; 0.669;      ; 0.710;C;g
HSCJ225249.54+032447.2;343.20640;+03.41310; 0.422;      ; 0.430;C;g
HSCJ225252.54+020332.8;343.21890;+02.05910;      ;      ; 0.490;C;g
HSCJ225324.00+015005.3;343.35000;+01.83480; 0.471;      ; 0.480;C;g
HSCJ225659.59+011636.2;344.24830;+01.27673; 0.358;      ;      ;C;d
HSCJ225800.62+004533.7;344.50260;+00.75937; 0.576;      ;      ;B;d
HSCJ225802.04+005931.6;344.50849;+00.99212; 0.586;      ;      ;C;d
HSCJ225804.08+021106.0;344.51700;+02.18500;      ;      ; 0.640;C;g
HSCJ225815.72+003128.9;344.56550;+00.52470; 0.256;      ; 0.260;B;g
HSCJ225904.32+022927.8;344.76798;+02.49105; 0.641;      ;      ;C;d
HSCJ225932.70+001611.3;344.88626;+00.26981; 0.292;      ;      ;C;d
HSCJ225948.91+000944.6;344.95378;+00.16240; 0.487;      ;      ;C;d
HSCJ230152.17+021308.0;345.46737;+02.21890; 0.639;      ;      ;C;d
HSCJ230219.62+004539.3;345.58176;+00.76091; 0.709;      ;      ;C;d
HSCJ230229.06-013557.1;345.62110;-01.59920; 0.440;      ; 0.420;C;g
HSCJ230236.64+021828.4;345.65267;+02.30790; 0.535;      ;      ;C;d
HSCJ230313.84+025724.7;345.80767;+02.95687; 0.539;      ;      ;C;d
HSCJ230320.19+000352.6;345.83411;+00.06460; 0.528;      ;      ;C;d
HSCJ230335.17+003703.2;345.89654;+00.61755; 0.458; 0.936;      ;A;d,e
HSCJ230423.14+021210.1;346.09640;+02.20280;      ;      ; 0.620;C;g
HSCJ230518.84+055356.8;346.32850;+05.89910; 0.298;      ; 0.310;C;g
HSCJ230521.66-000211.7;346.34027;-00.03658; 0.492;      ;      ;A;d
HSCJ230556.57+000459.5;346.48570;+00.08320; 0.371;      ; 0.400;C;g
HSCJ230624.48+020506.4;346.60200;+02.08510;      ;      ; 0.600;C;g
HSCJ230629.81+033013.7;346.62420;+03.50380; 0.318;      ; 0.330;C;g
HSCJ230658.28+022543.1;346.74283;+02.42865; 0.362;      ;      ;B;d,g
HSCJ230815.17-001722.9;347.06320;-00.28970; 0.393;      ; 0.420;C;g
HSCJ230938.43-000326.3;347.41014;-00.05731; 0.583;      ;      ;C;d
HSCJ230950.93+011932.2;347.46220;+01.32560;      ;      ; 0.010;C;g
HSCJ230957.98+020406.2;347.49160;+02.06840;      ;      ; 0.200;C;g
HSCJ231001.75+013550.6;347.50731;+01.59739; 0.573;      ;      ;C;d
HSCJ231004.71+024759.7;347.51961;+02.79992; 0.390;      ;      ;B;d,g
HSCJ231009.34+015726.8;347.53893;+01.95745; 0.572;      ;      ;C;d,g
HSCJ231034.33+024756.5;347.64305;+02.79903; 0.570;      ;      ;C;d
HSCJ231123.78+011452.0;347.84907;+01.24777; 0.561;      ;      ;C;d
HSCJ231145.08-013039.1;347.93785;-01.51087; 0.400;      ;      ;B;d
HSCJ231153.64-001830.1;347.97348;-00.30836; 0.564;      ;      ;C;d
HSCJ231230.43+015645.7;348.12679;+01.94602; 0.521;      ;      ;C;d
HSCJ231250.35+044152.8;348.20980;+04.69800;      ;      ; 0.260;C;g
HSCJ231253.76-001112.8;348.22400;-00.18688; 0.586;      ;      ;C;d
HSCJ231334.01+003402.6;348.39170;+00.56740; 0.370;      ; 0.370;C;g
HSCJ231354.48-010448.4;348.47700;-01.08010; 0.531;      ; 0.530;A;g
HSCJ231356.30+042709.4;348.48460;+04.45260; 0.339;      ; 0.310;C;g
HSCJ231412.14+015617.2;348.55060;+01.93810;      ;      ; 0.600;C;g
HSCJ231416.13-000310.4;348.56720;-00.05290;      ;      ; 0.600;B;g
HSCJ231431.32+013548.5;348.63050;+01.59680; 0.524;      ; 0.590;C;g
HSCJ231444.74+003739.0;348.68642;+00.62751; 0.590;      ;      ;C;d
HSCJ231555.19+012906.1;348.97997;+01.48501; 0.424;      ;      ;B;d
HSCJ231555.20+012908.2;348.98000;+01.48560; 0.424;      ; 0.460;B;g
HSCJ231621.86+014836.4;349.09110;+01.81010; 0.579;      ; 0.600;C;g
HSCJ231654.30+030016.8;349.22624;+03.00468; 0.339;      ;      ;C;d
HSCJ231702.64+010246.0;349.26100;+01.04610; 0.400;      ; 0.460;C;g
HSCJ231830.41-002441.0;349.62670;-00.41140; 0.382;      ; 0.390;C;g
HSCJ231905.85-002600.4;349.77437;-00.43343; 0.549;      ;      ;C;d
HSCJ231946.61+003009.4;349.94420;+00.50260;      ;      ; 0.890;C;g
HSCJ231953.42+003813.2;349.97260;+00.63700;      ;      ; 0.940;B;g
HSCJ231959.45+005814.2;349.99770;+00.97060;      ;      ; 1.810;C;g
HSCJ232102.07+022108.2;350.25863;+02.35228; 0.672;      ;      ;C;d
HSCJ232159.76+002050.4;350.49902;+00.34733; 0.436;      ;      ;C;d
HSCJ232200.58+065617.2;350.50240;+06.93810; 0.388;      ; 0.350;C;g
HSCJ232211.58+000804.7;350.54827;+00.13464; 0.785;      ;      ;C;d
HSCJ232228.20+010845.2;350.61750;+01.14590; 0.446;      ; 0.470;C;g
HSCJ232229.66-002222.4;350.62360;-00.37290; 0.282;      ; 0.310;C;g
HSCJ232309.26+061245.7;350.78860;+06.21270;      ;      ; 0.310;C;g
HSCJ232320.74+063001.1;350.83640;+06.50030; 0.123;      ; 0.110;C;g
HSCJ232346.06-003037.8;350.94190;-00.51050;      ;      ; 0.910;B;g
HSCJ232408.78+011048.5;351.03658;+01.18015; 0.593;      ;      ;C;d
HSCJ232409.50+012728.1;351.03960;+01.45780; 0.190;      ; 0.190;B;g
HSCJ232415.64+011331.7;351.06518;+01.22548; 0.592;      ;      ;B;d
HSCJ232433.43+013623.0;351.13930;+01.60640; 0.594;      ; 0.530;C;g
HSCJ232435.46+021314.8;351.14774;+02.22079; 0.704;      ;      ;C;d
HSCJ232525.13-001545.7;351.35470;-00.26270;      ;      ; 0.920;C;g
HSCJ232602.66+014639.4;351.51110;+01.77760; 0.437;      ; 0.440;C;g
HSCJ232717.26+003319.8;351.82190;+00.55550;      ;      ; 0.480;C;g
HSCJ232742.17+001745.6;351.92570;+00.29600;      ;      ; 0.240;C;g
HSCJ232853.71+000536.6;352.22380;+00.09350; 0.443;      ; 0.500;B;g
HSCJ232923.69-004855.4;352.34870;-00.81540; 0.301;      ; 0.310;C;g
HSCJ232937.10+001042.8;352.40459;+00.17856; 0.442;      ;      ;C;d
HSCJ232947.81-012047.4;352.44920;-01.34650; 0.537;      ; 0.530;B;g
HSCJ232948.98+005359.3;352.45410;+00.89980; 0.498;      ; 0.540;C;g
HSCJ233006.05+013304.7;352.52520;+01.55130; 0.444;      ; 0.420;B;g
HSCJ233043.56+015812.4;352.68150;+01.97010;      ;      ; 0.690;B;g
HSCJ233047.50-000231.2;352.69790;-00.04200; 0.298;      ; 0.320;C;g
HSCJ233106.48+000012.6;352.77700;+00.00350;      ;      ; 0.690;B;g
HSCJ233113.20+003516.9;352.80499;+00.58803; 0.280;      ;      ;C;d
HSCJ233130.48+003733.3;352.87700;+00.62592; 0.552;      ;      ;A;d
HSCJ233146.41+013845.6;352.94337;+01.64599; 0.476;      ;      ;A;d
HSCJ233149.44+003510.9;352.95602;+00.58637; 0.622;      ;      ;C;d
HSCJ233154.14+024058.8;352.97560;+02.68300; 0.553;      ; 0.590;C;g
HSCJ233204.68-005503.7;353.01950;-00.91770; 0.642;      ; 0.750;C;g
HSCJ233230.93+003821.8;353.12889;+00.63938; 0.623;      ;      ;B;d
HSCJ233235.83-000304.3;353.14930;-00.05120; 0.510;      ; 0.520;B;g
HSCJ233240.53-003016.3;353.16889;-00.50452; 0.662;      ;      ;C;d
HSCJ233304.53-012323.4;353.26887;-01.38982; 0.638;      ;      ;C;d
HSCJ233311.12+022310.9;353.29632;+02.38637; 0.472;      ;      ;B;d
HSCJ233331.18-005628.0;353.37990;-00.94110;      ;      ; 0.550;C;g
HSCJ233514.57-012101.4;353.81070;-01.35040; 0.503;      ; 0.510;C;g
HSCJ233528.26+001356.0;353.86774;+00.23222; 0.568;      ;      ;B;d
HSCJ233739.72+001616.7;354.41550;+00.27130; 0.277;      ; 0.260;C;g
HSCJ233740.18+001640.4;354.41740;+00.27790; 0.272;      ; 0.320;A;g
HSCJ233804.25+000827.7;354.51771;+00.14102; 0.164;      ;      ;C;d
HSCJ234251.26-001501.8;355.71360;-00.25050; 0.387;      ; 0.320;C;g
HSCJ234524.58-000600.0;356.35240;-00.10000; 0.495;      ; 0.510;C;g
HSCJ234603.53-001058.1;356.51470;-00.18280; 0.261;      ; 0.260;B;g
HSCJ234812.26-000839.1;357.05110;-00.14420; 0.536;      ; 0.550;C;g
HSCJ234933.02-010216.8;357.38760;-01.03800; 0.341;      ; 0.320;C;g
HSCJ235121.31+003700.8;357.83880;+00.61690; 0.277;      ; 0.260;A;g
HSCJ235211.69+000614.4;358.04870;+00.10400;      ;      ; 0.670;B;g
HSCJ235412.72+014547.5;358.55300;+01.76320; 0.417;      ; 0.410;C;g
HSCJ235535.26+021044.8;358.89690;+02.17910; 0.519;      ; 0.510;C;g
HSCJ235811.40+003309.7;359.54750;+00.55270; 0.639;      ; 0.620;C;g
HSCJ235933.53+020823.3;359.88970;+02.13980; 0.430;      ; 0.440;A;g
HSCJ235952.75+004154.6;359.96980;+00.69850; 0.267;      ; 0.280;C;g

